Año(aaaa)-Trimestre(t),Orden del país, País,Estado de la información,Unidad multiplicadora,Moneda (USD),Valor
2008-1,41,India,Definitivo,Millones,Dólar estadounidense,"0,197669252"
2008-1,42,Inglaterra,Definitivo,Millones,Dólar estadounidense,"284,3947632"
2008-1,44,Irán,Definitivo,Millones,Dólar estadounidense,0
2008-1,45,Irlanda⁴,Definitivo,Millones,Dólar estadounidense,"1,230469914"
2008-1,46,Isla de Man,Definitivo,Millones,Dólar estadounidense,0
2008-1,47,Israel,Definitivo,Millones,Dólar estadounidense,"0,610409045"
2008-1,48,Italia,Definitivo,Millones,Dólar estadounidense,"4,661776921"
2008-1,49,Japón,Definitivo,Millones,Dólar estadounidense,"5,296280507"
2008-1,50,Jordania,Definitivo,Millones,Dólar estadounidense,0
2008-1,51,Kuwait,Definitivo,Millones,Dólar estadounidense,0
2008-1,52,Líbano,Definitivo,Millones,Dólar estadounidense,"0,114973"
2008-1,53,Liberia,Definitivo,Millones,Dólar estadounidense,0
2008-1,54,Liechtenstein,Definitivo,Millones,Dólar estadounidense,0
2008-1,55,Lituania,Definitivo,Millones,Dólar estadounidense,0
2008-1,56,Luxemburgo,Definitivo,Millones,Dólar estadounidense,"13,69706384"
2008-1,57,Malasia,Definitivo,Millones,Dólar estadounidense,0
2008-1,58,México,Definitivo,Millones,Dólar estadounidense,"84,81551605"
2008-1,59,Nicaragua,Definitivo,Millones,Dólar estadounidense,"0,025"
2008-1,60,Noruega,Definitivo,Millones,Dólar estadounidense,"4,559274424"
2008-1,61,Nueva Zelanda,Definitivo,Millones,Dólar estadounidense,0
2008-1,62,Países Bajos,Definitivo,Millones,Dólar estadounidense,"395,8935677"
2008-1,63,Panamá,Definitivo,Millones,Dólar estadounidense,"109,2573004"
2008-1,64,Paraguay,Definitivo,Millones,Dólar estadounidense,0
2008-1,65,Perú,Definitivo,Millones,Dólar estadounidense,"2,111858798"
2008-1,66,Portugal,Definitivo,Millones,Dólar estadounidense,"0,04351557"
2008-1,67,Puerto Rico,Definitivo,Millones,Dólar estadounidense,"0,31502591"
2008-1,69,República Dominicana,Definitivo,Millones,Dólar estadounidense,"-0,317925418"
2008-1,70,Singapur,Definitivo,Millones,Dólar estadounidense,"0,016597689"
2008-1,71,Sri Lanka,Definitivo,Millones,Dólar estadounidense,0
2008-1,72,Suecia,Definitivo,Millones,Dólar estadounidense,"5,602943077"
2008-1,73,Suiza,Definitivo,Millones,Dólar estadounidense,"35,3306215"
2008-1,74,Sudáfrica,Definitivo,Millones,Dólar estadounidense,0
2008-1,75,Tailandia,Definitivo,Millones,Dólar estadounidense,0
2008-1,76,Taiwán,Definitivo,Millones,Dólar estadounidense,"0,012482"
2008-1,77,Ucrania,Definitivo,Millones,Dólar estadounidense,0
2008-1,78,Uruguay,Definitivo,Millones,Dólar estadounidense,"5,14758935"
2008-1,79,Venezuela,Definitivo,Millones,Dólar estadounidense,"13,80495485"
2008-1,81,Otros Países,Definitivo,Millones,Dólar estadounidense,"-7,208424238"
2008-1,82,Total paises,Definitivo,Millones,Dólar estadounidense,"2717,537719"
2008-2,1,Afganistán,Definitivo,Millones,Dólar estadounidense,0
2008-2,2,Albania,Definitivo,Millones,Dólar estadounidense,0
2008-2,3,Alemania,Definitivo,Millones,Dólar estadounidense,"35,05317207"
2008-2,4,Anguilla,Definitivo,Millones,Dólar estadounidense,"312,2397911"
2008-2,5,Antillas Holandesas,Definitivo,Millones,Dólar estadounidense,"5,526365572"
2008-2,6,Argentina,Definitivo,Millones,Dólar estadounidense,"2,046832139"
2008-2,7,Aruba,Definitivo,Millones,Dólar estadounidense,"0,383364245"
2008-2,8,Australia,Definitivo,Millones,Dólar estadounidense,"1,156212606"
2008-2,9,Austria,Definitivo,Millones,Dólar estadounidense,"-0,240702802"
2008-2,10,Bahamas,Definitivo,Millones,Dólar estadounidense,"3,194617015"
2008-2,11,Barbados,Definitivo,Millones,Dólar estadounidense,"35,71023671"
2008-2,12,Bélgica,Definitivo,Millones,Dólar estadounidense,"0,530223097"
2008-2,13,Belice,Definitivo,Millones,Dólar estadounidense,"1,465"
2008-2,14,Bermudas,Definitivo,Millones,Dólar estadounidense,"108,8313294"
2008-2,15,Bolivia,Definitivo,Millones,Dólar estadounidense,"0,029821648"
2008-2,16,Brasil,Definitivo,Millones,Dólar estadounidense,"110,8431447"
2008-2,17,Canadá,Definitivo,Millones,Dólar estadounidense,"51,10915229"
2008-2,18,Chile,Definitivo,Millones,Dólar estadounidense,"8,617105155"
2008-2,19,China,Definitivo,Millones,Dólar estadounidense,"0,064873506"
2008-2,20,Corea del Sur,Definitivo,Millones,Dólar estadounidense,"-0,677046278"
2008-2,21,Chipre,Definitivo,Millones,Dólar estadounidense,"0,2"
2008-2,22,Costa Rica,Definitivo,Millones,Dólar estadounidense,"1,113300461"
2008-2,23,Cuba,Definitivo,Millones,Dólar estadounidense,"0,020328"
2008-2,24,Curazao,Definitivo,Millones,Dólar estadounidense,"0,120277619"
2008-2,25,Dinamarca,Definitivo,Millones,Dólar estadounidense,"0,531257346"
2008-2,26,Ecuador,Definitivo,Millones,Dólar estadounidense,"0,56961433"
2008-2,27,El Salvador,Definitivo,Millones,Dólar estadounidense,"0,152706"
2008-2,28,Escocia,Definitivo,Millones,Dólar estadounidense,0
2008-2,29,España,Definitivo,Millones,Dólar estadounidense,"279,3545777"
2008-2,30,Estados Unidos,Definitivo,Millones,Dólar estadounidense,"856,1518937"
2008-2,31,Finlandia,Definitivo,Millones,Dólar estadounidense,"0,121412"
2008-2,32,Francia,Definitivo,Millones,Dólar estadounidense,"-0,205753652"
2008-2,33,Gibraltar,Definitivo,Millones,Dólar estadounidense,0
2008-2,34,Grecia,Definitivo,Millones,Dólar estadounidense,"1,422437"
2008-2,35,Guatemala,Definitivo,Millones,Dólar estadounidense,"0,16908"
2008-2,36,Honduras,Definitivo,Millones,Dólar estadounidense,0
2008-2,37,Hong Kong,Definitivo,Millones,Dólar estadounidense,"0,19974"
2008-2,38,Hungría,Definitivo,Millones,Dólar estadounidense,0
2008-2,39,Islas Caimán,Definitivo,Millones,Dólar estadounidense,"39,7971877"
2008-2,40,Islas Vírgenes Británicas,Definitivo,Millones,Dólar estadounidense,"88,82922531"
2008-2,41,India,Definitivo,Millones,Dólar estadounidense,"0,349366986"
2008-2,42,Inglaterra,Definitivo,Millones,Dólar estadounidense,"396,0675764"
2008-2,44,Irán,Definitivo,Millones,Dólar estadounidense,0
2008-2,45,Irlanda⁴,Definitivo,Millones,Dólar estadounidense,"1,393760455"
2008-2,46,Isla de Man,Definitivo,Millones,Dólar estadounidense,0
2008-2,47,Israel,Definitivo,Millones,Dólar estadounidense,"3,884675364"
2008-2,48,Italia,Definitivo,Millones,Dólar estadounidense,"5,63600547"
2008-2,49,Japón,Definitivo,Millones,Dólar estadounidense,"6,209734215"
2008-2,50,Jordania,Definitivo,Millones,Dólar estadounidense,0
2008-2,51,Kuwait,Definitivo,Millones,Dólar estadounidense,0
2008-2,52,Líbano,Definitivo,Millones,Dólar estadounidense,0
2008-2,53,Liberia,Definitivo,Millones,Dólar estadounidense,0
2008-2,54,Liechtenstein,Definitivo,Millones,Dólar estadounidense,0
2008-2,55,Lituania,Definitivo,Millones,Dólar estadounidense,0
2008-2,56,Luxemburgo,Definitivo,Millones,Dólar estadounidense,"13,99257356"
2008-2,57,Malasia,Definitivo,Millones,Dólar estadounidense,0
2008-2,58,México,Definitivo,Millones,Dólar estadounidense,"84,82616198"
2008-2,59,Nicaragua,Definitivo,Millones,Dólar estadounidense,0
2008-2,60,Noruega,Definitivo,Millones,Dólar estadounidense,"5,781046657"
2008-2,61,Nueva Zelanda,Definitivo,Millones,Dólar estadounidense,0
2008-2,62,Países Bajos,Definitivo,Millones,Dólar estadounidense,"-460,8159582"
2008-2,63,Panamá,Definitivo,Millones,Dólar estadounidense,"286,4406355"
2008-2,64,Paraguay,Definitivo,Millones,Dólar estadounidense,0
2008-2,65,Perú,Definitivo,Millones,Dólar estadounidense,"8,171881532"
2008-2,66,Portugal,Definitivo,Millones,Dólar estadounidense,"0,081894265"
2008-2,67,Puerto Rico,Definitivo,Millones,Dólar estadounidense,"0,136282"
2008-2,69,República Dominicana,Definitivo,Millones,Dólar estadounidense,"0,121352914"
2008-2,70,Singapur,Definitivo,Millones,Dólar estadounidense,"-0,004015235"
2008-2,71,Sri Lanka,Definitivo,Millones,Dólar estadounidense,0
2008-2,72,Suecia,Definitivo,Millones,Dólar estadounidense,"6,857359712"
2008-2,73,Suiza,Definitivo,Millones,Dólar estadounidense,"42,67892073"
2008-2,74,Sudáfrica,Definitivo,Millones,Dólar estadounidense,0
2008-2,75,Tailandia,Definitivo,Millones,Dólar estadounidense,0
2008-2,76,Taiwán,Definitivo,Millones,Dólar estadounidense,"0,21"
2008-2,77,Ucrania,Definitivo,Millones,Dólar estadounidense,0
2008-2,78,Uruguay,Definitivo,Millones,Dólar estadounidense,"11,35936304"
2008-2,79,Venezuela,Definitivo,Millones,Dólar estadounidense,"-7,839341669"
2008-2,81,Otros Países,Definitivo,Millones,Dólar estadounidense,"-3,604136587"
2008-2,82,Total paises,Definitivo,Millones,Dólar estadounidense,"2346,365915"
2008-3,1,Afganistán,Definitivo,Millones,Dólar estadounidense,0
2008-3,2,Albania,Definitivo,Millones,Dólar estadounidense,0
2008-3,3,Alemania,Definitivo,Millones,Dólar estadounidense,"12,62907998"
2008-3,4,Anguilla,Definitivo,Millones,Dólar estadounidense,"344,5353901"
2008-3,5,Antillas Holandesas,Definitivo,Millones,Dólar estadounidense,"0,787990745"
2008-3,6,Argentina,Definitivo,Millones,Dólar estadounidense,"1,592633584"
2008-3,7,Aruba,Definitivo,Millones,Dólar estadounidense,"0,029681015"
2008-3,8,Australia,Definitivo,Millones,Dólar estadounidense,"0,706434467"
2008-3,9,Austria,Definitivo,Millones,Dólar estadounidense,"5,218789537"
2008-3,10,Bahamas,Definitivo,Millones,Dólar estadounidense,"4,210449313"
2008-3,11,Barbados,Definitivo,Millones,Dólar estadounidense,"25,12927474"
2008-3,12,Bélgica,Definitivo,Millones,Dólar estadounidense,"0,69792517"
2008-3,13,Belice,Definitivo,Millones,Dólar estadounidense,"2,584467"
2008-3,14,Bermudas,Definitivo,Millones,Dólar estadounidense,"86,43458079"
2008-3,15,Bolivia,Definitivo,Millones,Dólar estadounidense,"0,1673837"
2008-3,16,Brasil,Definitivo,Millones,Dólar estadounidense,"18,99612573"
2008-3,17,Canadá,Definitivo,Millones,Dólar estadounidense,"35,4129337"
2008-3,18,Chile,Definitivo,Millones,Dólar estadounidense,"8,786093297"
2008-3,19,China,Definitivo,Millones,Dólar estadounidense,"-0,388402002"
2008-3,20,Corea del Sur,Definitivo,Millones,Dólar estadounidense,"-0,772515993"
2008-3,21,Chipre,Definitivo,Millones,Dólar estadounidense,"0,245"
2008-3,22,Costa Rica,Definitivo,Millones,Dólar estadounidense,"7,260515325"
2008-3,23,Cuba,Definitivo,Millones,Dólar estadounidense,0
2008-3,24,Curazao,Definitivo,Millones,Dólar estadounidense,"0,179588738"
2008-3,25,Dinamarca,Definitivo,Millones,Dólar estadounidense,"-0,090033756"
2008-3,26,Ecuador,Definitivo,Millones,Dólar estadounidense,"1,632452396"
2008-3,27,El Salvador,Definitivo,Millones,Dólar estadounidense,"0,242"
2008-3,28,Escocia,Definitivo,Millones,Dólar estadounidense,0
2008-3,29,España,Definitivo,Millones,Dólar estadounidense,"195,2862968"
2008-3,30,Estados Unidos,Definitivo,Millones,Dólar estadounidense,"661,2577676"
2008-3,31,Finlandia,Definitivo,Millones,Dólar estadounidense,0
2008-3,32,Francia,Definitivo,Millones,Dólar estadounidense,"14,6850319"
2008-3,33,Gibraltar,Definitivo,Millones,Dólar estadounidense,0
2008-3,34,Grecia,Definitivo,Millones,Dólar estadounidense,"2,16533"
2008-3,35,Guatemala,Definitivo,Millones,Dólar estadounidense,"0,203"
2008-3,36,Honduras,Definitivo,Millones,Dólar estadounidense,"0,02098"
2008-3,37,Hong Kong,Definitivo,Millones,Dólar estadounidense,"0,186658"
2008-3,38,Hungría,Definitivo,Millones,Dólar estadounidense,0
2008-3,39,Islas Caimán,Definitivo,Millones,Dólar estadounidense,"62,07547901"
2008-3,40,Islas Vírgenes Británicas,Definitivo,Millones,Dólar estadounidense,"53,39085832"
2008-3,41,India,Definitivo,Millones,Dólar estadounidense,"0,315039113"
2008-3,42,Inglaterra,Definitivo,Millones,Dólar estadounidense,"311,8256937"
2008-3,44,Irán,Definitivo,Millones,Dólar estadounidense,0
2008-3,45,Irlanda⁴,Definitivo,Millones,Dólar estadounidense,"0,435447848"
2008-3,46,Isla de Man,Definitivo,Millones,Dólar estadounidense,0
2008-3,47,Israel,Definitivo,Millones,Dólar estadounidense,"1,030397992"
2008-3,48,Italia,Definitivo,Millones,Dólar estadounidense,"8,776534942"
2008-3,49,Japón,Definitivo,Millones,Dólar estadounidense,"9,419786348"
2008-3,50,Jordania,Definitivo,Millones,Dólar estadounidense,0
2008-3,51,Kuwait,Definitivo,Millones,Dólar estadounidense,0
2008-3,52,Líbano,Definitivo,Millones,Dólar estadounidense,"1,12573"
2008-3,53,Liberia,Definitivo,Millones,Dólar estadounidense,0
2008-3,54,Liechtenstein,Definitivo,Millones,Dólar estadounidense,0
2008-3,55,Lituania,Definitivo,Millones,Dólar estadounidense,"0,007"
2008-3,56,Luxemburgo,Definitivo,Millones,Dólar estadounidense,"10,95454507"
2008-3,57,Malasia,Definitivo,Millones,Dólar estadounidense,"1,076601"
2008-3,58,México,Definitivo,Millones,Dólar estadounidense,"241,8647793"
2008-3,59,Nicaragua,Definitivo,Millones,Dólar estadounidense,"0,2847"
2008-3,60,Noruega,Definitivo,Millones,Dólar estadounidense,"4,128846878"
2008-3,61,Nueva Zelanda,Definitivo,Millones,Dólar estadounidense,0
2008-3,62,Países Bajos,Definitivo,Millones,Dólar estadounidense,"72,52824969"
2008-3,63,Panamá,Definitivo,Millones,Dólar estadounidense,"328,2295896"
2008-3,64,Paraguay,Definitivo,Millones,Dólar estadounidense,0
2008-3,65,Perú,Definitivo,Millones,Dólar estadounidense,"9,411078281"
2008-3,66,Portugal,Definitivo,Millones,Dólar estadounidense,"2,249932981"
2008-3,67,Puerto Rico,Definitivo,Millones,Dólar estadounidense,"0,131207"
2008-3,69,República Dominicana,Definitivo,Millones,Dólar estadounidense,"0,058188805"
2008-3,70,Singapur,Definitivo,Millones,Dólar estadounidense,"-0,004481147"
2008-3,71,Sri Lanka,Definitivo,Millones,Dólar estadounidense,"0,016"
2008-3,72,Suecia,Definitivo,Millones,Dólar estadounidense,"7,49506939"
2008-3,73,Suiza,Definitivo,Millones,Dólar estadounidense,"31,70434463"
2008-3,74,Sudáfrica,Definitivo,Millones,Dólar estadounidense,0
2008-3,75,Tailandia,Definitivo,Millones,Dólar estadounidense,0
2008-3,76,Taiwán,Definitivo,Millones,Dólar estadounidense,"0,81"
2008-3,77,Ucrania,Definitivo,Millones,Dólar estadounidense,0
2008-3,78,Uruguay,Definitivo,Millones,Dólar estadounidense,"6,538018625"
2008-3,79,Venezuela,Definitivo,Millones,Dólar estadounidense,"9,627661312"
2008-3,81,Otros Países,Definitivo,Millones,Dólar estadounidense,"-7,569460641"
2008-3,82,Total paises,Definitivo,Millones,Dólar estadounidense,"2597,96974"
2008-4,1,Afganistán,Definitivo,Millones,Dólar estadounidense,0
2008-4,2,Albania,Definitivo,Millones,Dólar estadounidense,0
2008-4,3,Alemania,Definitivo,Millones,Dólar estadounidense,"9,584858012"
2008-4,4,Anguilla,Definitivo,Millones,Dólar estadounidense,"194,5335435"
2008-4,5,Antillas Holandesas,Definitivo,Millones,Dólar estadounidense,"28,06952296"
2008-4,6,Argentina,Definitivo,Millones,Dólar estadounidense,"-0,086400429"
2008-4,7,Aruba,Definitivo,Millones,Dólar estadounidense,"-0,133665714"
2008-4,8,Australia,Definitivo,Millones,Dólar estadounidense,"-0,056604204"
2008-4,9,Austria,Definitivo,Millones,Dólar estadounidense,"4,044972595"
2008-4,10,Bahamas,Definitivo,Millones,Dólar estadounidense,"4,975353953"
2008-4,11,Barbados,Definitivo,Millones,Dólar estadounidense,"37,90322261"
2008-4,12,Bélgica,Definitivo,Millones,Dólar estadounidense,"1,644287375"
2008-4,13,Belice,Definitivo,Millones,Dólar estadounidense,"1,17"
2008-4,14,Bermudas,Definitivo,Millones,Dólar estadounidense,"130,808117"
2008-4,15,Bolivia,Definitivo,Millones,Dólar estadounidense,"0,846614664"
2008-4,16,Brasil,Definitivo,Millones,Dólar estadounidense,"14,1306913"
2008-4,17,Canadá,Definitivo,Millones,Dólar estadounidense,"26,35954592"
2008-4,18,Chile,Definitivo,Millones,Dólar estadounidense,"-1,00270049"
2008-4,19,China,Definitivo,Millones,Dólar estadounidense,"0,799931256"
2008-4,20,Corea del Sur,Definitivo,Millones,Dólar estadounidense,"-0,635859462"
2008-4,21,Chipre,Definitivo,Millones,Dólar estadounidense,"18,87878834"
2008-4,22,Costa Rica,Definitivo,Millones,Dólar estadounidense,"2,496627423"
2008-4,23,Cuba,Definitivo,Millones,Dólar estadounidense,"-0,025"
2008-4,24,Curazao,Definitivo,Millones,Dólar estadounidense,"0,900200112"
2008-4,25,Dinamarca,Definitivo,Millones,Dólar estadounidense,"3,965445621"
2008-4,26,Ecuador,Definitivo,Millones,Dólar estadounidense,"3,314090705"
2008-4,27,El Salvador,Definitivo,Millones,Dólar estadounidense,"0,045942"
2008-4,28,Escocia,Definitivo,Millones,Dólar estadounidense,0
2008-4,29,España,Definitivo,Millones,Dólar estadounidense,"228,1834608"
2008-4,30,Estados Unidos,Definitivo,Millones,Dólar estadounidense,"695,8875584"
2008-4,31,Finlandia,Definitivo,Millones,Dólar estadounidense,"-0,011156"
2008-4,32,Francia,Definitivo,Millones,Dólar estadounidense,"15,42855514"
2008-4,33,Gibraltar,Definitivo,Millones,Dólar estadounidense,0
2008-4,34,Grecia,Definitivo,Millones,Dólar estadounidense,"1,921419"
2008-4,35,Guatemala,Definitivo,Millones,Dólar estadounidense,"0,291611"
2008-4,36,Honduras,Definitivo,Millones,Dólar estadounidense,"0,06"
2008-4,37,Hong Kong,Definitivo,Millones,Dólar estadounidense,"0,73221"
2008-4,38,Hungría,Definitivo,Millones,Dólar estadounidense,0
2008-4,39,Islas Caimán,Definitivo,Millones,Dólar estadounidense,"16,18238614"
2008-4,40,Islas Vírgenes Británicas,Definitivo,Millones,Dólar estadounidense,"93,46012022"
2008-4,41,India,Definitivo,Millones,Dólar estadounidense,"0,199188027"
2008-4,42,Inglaterra,Definitivo,Millones,Dólar estadounidense,"513,0101275"
2008-4,44,Irán,Definitivo,Millones,Dólar estadounidense,0
2008-4,45,Irlanda⁴,Definitivo,Millones,Dólar estadounidense,"0,385443688"
2008-4,46,Isla de Man,Definitivo,Millones,Dólar estadounidense,0
2008-4,47,Israel,Definitivo,Millones,Dólar estadounidense,"3,897787955"
2008-4,48,Italia,Definitivo,Millones,Dólar estadounidense,"6,292962851"
2008-4,49,Japón,Definitivo,Millones,Dólar estadounidense,"15,05838328"
2008-4,50,Jordania,Definitivo,Millones,Dólar estadounidense,0
2008-4,51,Kuwait,Definitivo,Millones,Dólar estadounidense,0
2008-4,52,Líbano,Definitivo,Millones,Dólar estadounidense,"0,188892"
2008-4,53,Liberia,Definitivo,Millones,Dólar estadounidense,0
2008-4,54,Liechtenstein,Definitivo,Millones,Dólar estadounidense,0
2008-4,55,Lituania,Definitivo,Millones,Dólar estadounidense,0
2008-4,56,Luxemburgo,Definitivo,Millones,Dólar estadounidense,"134,8196664"
2008-4,57,Malasia,Definitivo,Millones,Dólar estadounidense,0
2008-4,58,México,Definitivo,Millones,Dólar estadounidense,"161,3436499"
2008-4,59,Nicaragua,Definitivo,Millones,Dólar estadounidense,"0,054"
2008-4,60,Noruega,Definitivo,Millones,Dólar estadounidense,"7,584374171"
2008-4,61,Nueva Zelanda,Definitivo,Millones,Dólar estadounidense,0
2008-4,62,Países Bajos,Definitivo,Millones,Dólar estadounidense,"52,80417705"
2008-4,63,Panamá,Definitivo,Millones,Dólar estadounidense,"417,4541014"
2008-4,64,Paraguay,Definitivo,Millones,Dólar estadounidense,0
2008-4,65,Perú,Definitivo,Millones,Dólar estadounidense,"1,921114052"
2008-4,66,Portugal,Definitivo,Millones,Dólar estadounidense,"0,918746892"
